rebalance_date,ticker,Name,sector,weight,raw_score,concentrated_score,portfolio_sleeve_label,concentrated_selection_source,period_forward_return,raw_period_forward_return,risk_adjusted_forward_return,weighted_forward_return,raw_weighted_forward_return,position_risk_action,position_risk_reason,position_risk_hard_stop,position_risk_enabled,target_n,weighting_mode,rebalance_action,active_rebalance_interval_months,next_scheduled_rebalance_date,portfolio_monster_early_score,portfolio_risk_entry_block_score,portfolio_defensive_rotation_action,target_stock_names,portfolio_mode
2025-08-29,MA,MASTERCARD INC CLASS A,Financials,0.5,5.677527200279659,0.7478384471784496,early_scout,preferred_final_label,-0.05026700147030794,-0.05026700147030794,-0.05026700147030794,-0.02513350073515397,-0.02513350073515397,hold,hold,-0.08,True,1,conviction_curve,rebalance,1,2025-09-30,0.5279205380329294,0.146875,neutral,1,concentrated_alpha
2025-09-30,WDC,WESTERN DIGITAL CORP,Information Technology,0.5,4.219559385189599,0.5312100858520089,future_winner,monster_extreme_early,0.2867660794869311,0.2867660794869311,0.2867660794869311,0.14338303974346556,0.14338303974346556,hold,hold,-0.08,True,1,conviction_curve,rebalance,1,2025-10-31,0.6353999801417682,0.10833333333333334,promote_monster_early,1,concentrated_alpha
2025-10-31,MU,MICRON TECHNOLOGY INC,Information Technology,0.5,5.209203536043404,0.6224102557365381,future_winner,monster_extreme_early,-0.006798350919157037,-0.006798350919157037,-0.006798350919157037,-0.0033991754595785184,-0.0033991754595785184,hold,hold,-0.08,True,1,conviction_curve,rebalance,1,2025-11-28,0.6476443309694916,0.10833333333333334,promote_monster_early,1,concentrated_alpha
2025-11-28,WDC,WESTERN DIGITAL CORP,Information Technology,0.5,5.250693136416274,0.576625575299788,future_winner,preferred_final_label,0.10700659479957064,0.10700659479957064,0.10700659479957064,0.05350329739978532,0.05350329739978532,hold,hold,-0.08,True,1,conviction_curve,rebalance,1,2025-12-31,0.564195245981854,0.20000000000000004,neutral,1,concentrated_alpha
2025-12-31,EXPE,EXPEDIA GROUP INC,Consumer Discretionary,0.5,4.927321037004317,0.6131528684583714,future_winner,preferred_final_label,-0.04787634051917833,-0.04787634051917833,-0.04787634051917833,-0.023938170259589164,-0.023938170259589164,hold,hold,-0.08,True,1,conviction_curve,rebalance,1,2026-01-30,0.5626996754063083,0.10833333333333334,neutral,1,concentrated_alpha
2026-01-30,SYY,SYSCO CORP,Consumer Staples,0.5,3.238367928933522,0.6755883823704083,early_scout,preferred_final_label,0.0802425208146933,0.0802425208146933,0.0802425208146933,0.04012126040734665,0.04012126040734665,hold,hold,-0.08,True,1,conviction_curve,rebalance,1,2026-02-27,0.49489417196922475,0.0,neutral,1,concentrated_alpha
2026-02-27,PR,PERMIAN RESOURCES CORP CLASS A,Energy,0.5,4.005914797750472,0.7266806224224971,early_scout,preferred_final_label,0.10912317843957475,0.10912317843957475,0.10912317843957475,0.054561589219787376,0.054561589219787376,hold,hold,-0.08,True,1,conviction_curve,rebalance,1,2026-03-31,0.5666755665319511,0.325,neutral,1,concentrated_alpha
2026-03-31,PR,PERMIAN RESOURCES CORP CLASS A,Energy,0.5,4.363400023287926,0.7531500321329482,early_scout,preferred_final_label,0.023900537606999617,0.023900537606999617,0.023900537606999617,0.011950268803499808,0.011950268803499808,hold,hold,-0.08,True,1,conviction_curve,rebalance,1,2026-04-30,0.5819021268119063,0.325,promote_monster_early,1,concentrated_alpha
2019-05-31,MA,MASTERCARD INC CLASS A,Financials,0.5,5.422266419384562,0.7611275551162207,early_scout,preferred_final_label,0.07223980908351213,0.07223980908351213,0.07223980908351213,0.036119904541756065,0.036119904541756065,hold,hold,-0.08,True,1,winner_take_all,initial_rebalance,1,2019-06-28,0.5604244661541299,0.13333333333333333,neutral,1,concentrated_alpha
2019-06-28,MA,MASTERCARD INC CLASS A,Financials,0.5,5.162729363239124,0.7732685206263961,early_scout,preferred_final_label,0.015824989167252834,0.015824989167252834,0.015824989167252834,0.007912494583626417,0.007912494583626417,hold,hold,-0.08,True,1,winner_take_all,rebalance,1,2019-07-31,0.576756949802661,0.13333333333333333,neutral,1,concentrated_alpha
2019-07-31,V,VISA INC CLASS A,Financials,0.5,5.829676394300604,0.7762207252650193,early_scout,preferred_final_label,0.008875857912658658,0.008875857912658658,0.008875857912658658,0.004437928956329329,0.004437928956329329,hold,hold,-0.08,True,1,winner_take_all,rebalance,1,2019-08-30,0.5689812937141717,0.13333333333333333,neutral,1,concentrated_alpha
2019-08-30,V,VISA INC CLASS A,Financials,0.5,5.935405291471071,0.7552383510493026,early_scout,preferred_final_label,-0.041546537546890305,-0.041546537546890305,-0.041546537546890305,-0.020773268773445153,-0.020773268773445153,hold,hold,-0.08,True,1,winner_take_all,rebalance,1,2019-09-30,0.5584379578021447,0.13333333333333333,neutral,1,concentrated_alpha
2019-09-30,AEP,AMERICAN ELECTRIC POWER INC,Utilities,0.5,3.5127795234238315,0.7188876907195306,early_scout,preferred_final_label,0.014784466382495642,0.014784466382495642,0.014784466382495642,0.007392233191247821,0.007392233191247821,hold,hold,-0.08,True,1,winner_take_all,rebalance,1,2019-10-31,0.567122340318077,0.13333333333333333,neutral,1,concentrated_alpha
2019-10-31,V,VISA INC CLASS A,Financials,0.5,5.653094944619975,0.7767912941474364,early_scout,preferred_final_label,0.024529877382096776,0.024529877382096776,0.024529877382096776,0.012264938691048388,0.012264938691048388,hold,hold,-0.08,True,1,winner_take_all,rebalance,1,2019-11-29,0.4937984291487401,0.146875,neutral,1,concentrated_alpha
2019-11-29,MA,MASTERCARD INC CLASS A,Financials,0.5,6.410864110011924,0.7931992719073289,early_scout,preferred_final_label,0.03396493617980245,0.03396493617980245,0.03396493617980245,0.016982468089901226,0.016982468089901226,hold,hold,-0.08,True,1,winner_take_all,rebalance,1,2019-12-31,0.5401496327902644,0.146875,neutral,1,concentrated_alpha
2019-12-31,LRCX,LAM RESEARCH CORP,Information Technology,0.5,3.357648800888581,0.7067904238273144,early_scout,monster_extreme_early,0.014267451213768823,0.014267451213768823,0.014267451213768823,0.007133725606884411,0.007133725606884411,hold,hold,-0.08,True,1,winner_take_all,rebalance,1,2020-01-31,0.6556964717807715,0.2416666666666667,promote_monster_early,1,concentrated_alpha
2020-01-31,MA,MASTERCARD INC CLASS A,Financials,0.5,6.9737224145279875,0.797383974260516,early_scout,preferred_final_label,-0.062453066121564094,-0.062453066121564094,-0.062453066121564094,-0.031226533060782047,-0.031226533060782047,hold,hold,-0.08,True,1,winner_take_all,rebalance,1,2020-02-28,0.5339095673325744,0.13333333333333333,neutral,1,concentrated_alpha
2020-02-28,MA,MASTERCARD INC CLASS A,Financials,0.5,6.673906181971819,0.7940360856126174,early_scout,preferred_final_label,-0.08,-0.22734094394435844,-0.08,-0.04,-0.11367047197217922,risk_exit,hard_stop,-0.08,True,1,winner_take_all,rebalance,1,2020-03-31,0.4157845652734911,0.146875,neutral,1,concentrated_alpha
2020-03-31,MA,MASTERCARD INC CLASS A,Financials,0.5,6.158285721095992,0.7549175223346405,early_scout,preferred_final_label,0.1653049102279962,0.1653049102279962,0.1653049102279962,0.0826524551139981,0.0826524551139981,hold,hold,-0.08,True,1,winner_take_all,rebalance,1,2020-04-30,0.30768684504123023,0.29270833333333335,neutral,1,concentrated_alpha
2020-04-30,AMZN,AMAZON.COM INC,Consumer Discretionary,0.5,5.545084392290608,0.5962679784872428,future_winner,monster_extreme_early,0.04758648889297512,0.04758648889297512,0.04758648889297512,0.02379324444648756,0.02379324444648756,hold,hold,-0.08,True,1,winner_take_all,rebalance,1,2020-05-29,0.6480012772678172,0.10833333333333334,promote_monster_early,1,concentrated_alpha
2020-05-29,SE,Sea Limited,Internet,0.5,3.901151274094377,0.5544553336609752,future_winner,monster_extreme_early,0.35214780598701667,0.35214780598701667,0.35214780598701667,0.17607390299350834,0.17607390299350834,hold,hold,-0.08,True,1,winner_take_all,rebalance,1,2020-06-30,0.6220616201265263,0.2416666666666667,promote_monster_early,1,concentrated_alpha
2020-06-30,NOW,SERVICENOW INC,Information Technology,0.5,6.373157301109464,0.6515031728770226,future_winner,monster_extreme_early,0.09457801615219186,0.09457801615219186,0.09457801615219186,0.04728900807609593,0.04728900807609593,hold,hold,-0.08,True,1,winner_take_all,rebalance,1,2020-07-31,0.6432316487242873,0.2416666666666667,promote_monster_early,1,concentrated_alpha
2020-07-31,MELI,MercadoLibre,Internet,0.5,3.816400278352616,0.5161902370236418,future_winner,monster_extreme_early,0.06667615749185263,0.06667615749185263,0.06667615749185263,0.033338078745926314,0.033338078745926314,hold,hold,-0.08,True,1,winner_take_all,rebalance,1,2020-08-31,0.6206756954781593,0.10833333333333334,promote_monster_early,1,concentrated_alpha
2020-08-31,META,META PLATFORMS INC CLASS A,Communication,0.5,5.497446382169037,0.6326705122480185,future_winner,monster_extreme_early,-0.08,-0.09962331448240824,-0.08,-0.04,-0.04981165724120412,risk_exit,hard_stop,-0.08,True,1,winner_take_all,rebalance,1,2020-09-30,0.6416197867118797,0.10833333333333334,promote_monster_early,1,concentrated_alpha
2020-09-30,BIO,BIO RAD LABORATORIES INC CLASS A,Health Care,0.5,3.2832399513223467,0.7052426096465834,early_scout,preferred_final_label,0.14601590400837772,0.14601590400837772,0.14601590400837772,0.07300795200418886,0.07300795200418886,hold,hold,-0.08,True,1,winner_take_all,rebalance,1,2020-10-30,0.5373286215912674,0.13333333333333333,neutral,1,concentrated_alpha
2020-10-30,CPRT,COPART INC,Industrials,0.5,3.2368403525246716,0.7191069011650817,early_scout,preferred_final_label,0.03663984287947386,0.03663984287947386,0.03663984287947386,0.01831992143973693,0.01831992143973693,hold,hold,-0.08,True,1,winner_take_all,rebalance,1,2020-11-30,0.5114272881828487,0.0,neutral,1,concentrated_alpha
2020-11-30,LRCX,LAM RESEARCH CORP,Information Technology,0.5,4.691909173427049,0.7434282001482769,early_scout,preferred_final_label,0.04198380237436816,0.04198380237436816,0.04198380237436816,0.02099190118718408,0.02099190118718408,hold,hold,-0.08,True,1,winner_take_all,rebalance,1,2020-12-31,0.5954091496647071,0.2416666666666667,promote_monster_early,1,concentrated_alpha
2020-12-31,LRCX,LAM RESEARCH CORP,Information Technology,0.5,5.283757860305413,0.7421157218604582,early_scout,preferred_final_label,0.02697862137417051,0.02697862137417051,0.02697862137417051,0.013489310687085254,0.013489310687085254,hold,hold,-0.08,True,1,winner_take_all,rebalance,1,2021-01-29,0.5151535070441308,0.2416666666666667,neutral,1,concentrated_alpha
2021-01-29,AMAT,APPLIED MATERIAL INC,Information Technology,0.5,6.737314429326522,0.6572417854326129,future_winner,preferred_final_label,0.2232745371923528,0.2232745371923528,0.2232745371923528,0.1116372685961764,0.1116372685961764,hold,hold,-0.08,True,1,winner_take_all,rebalance,1,2021-02-26,0.5258793337800259,0.10833333333333334,neutral,1,concentrated_alpha
2021-02-26,LRCX,LAM RESEARCH CORP,Information Technology,0.5,4.829466273687523,0.6992171352813144,early_scout,preferred_final_label,0.06270652946030375,0.06270652946030375,0.06270652946030375,0.031353264730151875,0.031353264730151875,hold,hold,-0.08,True,1,winner_take_all,rebalance,1,2021-03-31,0.5692891080398277,0.2416666666666667,neutral,1,concentrated_alpha
2021-03-31,LRCX,LAM RESEARCH CORP,Information Technology,0.5,5.124006726520836,0.7595932672576726,early_scout,preferred_final_label,0.029514108658909466,0.029514108658909466,0.029514108658909466,0.014757054329454733,0.014757054329454733,hold,hold,-0.08,True,1,winner_take_all,rebalance,1,2021-04-30,0.5583571650807264,0.2416666666666667,neutral,1,concentrated_alpha
2021-04-30,NVDA,NVIDIA CORP,Information Technology,0.5,5.923670094564707,0.7693757229388398,early_scout,preferred_final_label,0.07570259636891707,0.07570259636891707,0.07570259636891707,0.03785129818445854,0.03785129818445854,hold,hold,-0.08,True,1,winner_take_all,rebalance,1,2021-05-28,0.5137769951620399,0.13333333333333333,neutral,1,concentrated_alpha
2021-05-28,FTNT,FORTINET INC,Information Technology,0.5,3.432547701449977,0.6619849142761605,early_scout,preferred_final_label,0.08059241495284453,0.08059241495284453,0.08059241495284453,0.04029620747642226,0.04029620747642226,hold,hold,-0.08,True,1,winner_take_all,rebalance,1,2021-06-30,0.5255453126537856,0.10833333333333334,neutral,1,concentrated_alpha
2021-06-30,NET,CLOUDFLARE INC CLASS A,Information Technology,0.5,5.026899897926901,0.6475480286146031,early_scout,preferred_final_label,0.12518864757609816,0.12518864757609816,0.12518864757609816,0.06259432378804908,0.06259432378804908,hold,hold,-0.08,True,1,winner_take_all,rebalance,1,2021-07-30,0.4986346883239189,0.2416666666666667,neutral,1,concentrated_alpha
2021-07-30,MA,MASTERCARD INC CLASS A,Financials,0.5,5.254471374473214,0.7553252671541535,early_scout,preferred_final_label,-0.08,-0.10768047474103193,-0.08,-0.04,-0.053840237370515964,risk_exit,hard_stop,-0.08,True,1,winner_take_all,rebalance,1,2021-08-31,0.525211549741735,0.013541666666666667,neutral,1,concentrated_alpha
2021-08-31,DXCM,DEXCOM INC,Health Care,0.5,3.4204102676692902,0.6553632892098684,early_scout,preferred_final_label,0.03699942051602756,0.03699942051602756,0.03699942051602756,0.01849971025801378,0.01849971025801378,hold,hold,-0.08,True,1,winner_take_all,rebalance,1,2021-09-30,0.5825468239881475,0.10833333333333334,promote_monster_early,1,concentrated_alpha
2021-09-30,PANW,PALO ALTO NETWORKS INC,Information Technology,0.5,4.869754144641795,0.7301947249304348,early_scout,preferred_final_label,0.06238943625517246,0.06238943625517246,0.06238943625517246,0.03119471812758623,0.03119471812758623,hold,hold,-0.08,True,1,winner_take_all,rebalance,1,2021-10-29,0.532657395148764,0.10833333333333334,neutral,1,concentrated_alpha
2021-10-29,MDB,MONGODB INC CLASS A,Information Technology,0.5,5.003569117700026,0.690456706292135,early_scout,preferred_final_label,-0.038295734800200765,-0.038295734800200765,-0.038295734800200765,-0.019147867400100382,-0.019147867400100382,hold,hold,-0.08,True,1,winner_take_all,rebalance,1,2021-11-30,0.556441592241324,0.325,neutral,1,concentrated_alpha
2021-11-30,SAIA,SAIA INC,Industrials,0.5,2.527435137546199,0.6177354788980995,early_scout,preferred_final_label,-0.011778556680404728,-0.011778556680404728,-0.011778556680404728,-0.005889278340202364,-0.005889278340202364,hold,hold,-0.08,True,1,winner_take_all,rebalance,1,2021-12-31,0.49802389885890186,0.10833333333333334,neutral,1,concentrated_alpha
2021-12-31,V,VISA INC CLASS A,Financials,0.5,5.197861256854212,0.636525624727264,early_scout,preferred_final_label,0.04312236382695955,0.04312236382695955,0.04312236382695955,0.021561181913479777,0.021561181913479777,hold,hold,-0.08,True,1,winner_take_all,rebalance,1,2022-01-31,0.3123924272549574,0.20104166666666667,neutral,1,concentrated_alpha
2022-01-31,KLAC,KLA CORP,Information Technology,0.5,5.598045803476373,0.7298138962693557,early_scout,preferred_final_label,-0.08,-0.10852093421093345,-0.08,-0.04,-0.054260467105466725,risk_exit,hard_stop,-0.08,True,1,winner_take_all,rebalance,1,2022-02-28,0.3589195284936213,0.013541666666666667,neutral,1,concentrated_alpha
2022-02-28,WMB,WILLIAMS INC,Energy,0.5,1.5934699316646181,0.448137876479507,future_winner,monster_extreme_early,0.07730266019492227,0.07730266019492227,0.07730266019492227,0.038651330097461134,0.038651330097461134,hold,hold,-0.08,True,1,winner_take_all,rebalance,1,2022-03-31,0.647038772282388,0.13333333333333333,promote_monster_early,1,concentrated_alpha
2022-03-31,FCX,FREEPORT MCMORAN INC,Materials,0.5,4.435840790965152,0.5352228434928887,future_winner,monster_extreme_early,-0.08,-0.196768139144764,-0.08,-0.04,-0.098384069572382,risk_exit,hard_stop,-0.08,True,1,winner_take_all,rebalance,1,2022-04-29,0.6252837773001962,0.2416666666666667,promote_monster_early,1,concentrated_alpha
2022-04-29,BLDR,BUILDERS FIRSTSOURCE INC,Industrials,0.5,2.819937632681203,0.6250885838584279,early_scout,preferred_final_label,0.06575965764359593,0.06575965764359593,0.06575965764359593,0.03287982882179796,0.03287982882179796,hold,hold,-0.08,True,1,winner_take_all,rebalance,1,2022-05-31,0.2889687467701779,0.29270833333333335,neutral,1,concentrated_alpha
2022-05-31,VLO,VALERO ENERGY CORP,Energy,0.5,5.183706648492263,0.5680665964108345,future_winner,monster_extreme_early,-0.08,-0.1729458702218709,-0.08,-0.04,-0.08647293511093546,risk_exit,hard_stop,-0.08,True,1,winner_take_all,rebalance,1,2022-06-30,0.6335095302429834,0.2416666666666667,promote_monster_early,1,concentrated_alpha
2022-06-30,FDS,FACTSET RESEARCH SYSTEMS INC,Financials,0.5,3.2521835523348974,0.6204565580616469,early_scout,preferred_final_label,0.10500870201688484,0.10500870201688484,0.10500870201688484,0.05250435100844242,0.05250435100844242,hold,hold,-0.08,True,1,winner_take_all,rebalance,1,2022-07-29,0.3093006679902593,0.29270833333333335,neutral,1,concentrated_alpha
2022-07-29,ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,0.5,3.084980843636015,0.6529207244535478,early_scout,preferred_final_label,-0.0027948899362666424,-0.0027948899362666424,-0.0027948899362666424,-0.0013974449681333212,-0.0013974449681333212,hold,hold,-0.08,True,1,winner_take_all,rebalance,1,2022-08-31,0.467375005738425,0.0,neutral,1,concentrated_alpha
2022-08-31,DKS,DICKS SPORTING INC,Consumer Discretionary,0.5,3.2918644929491663,0.6743057307406839,early_scout,preferred_final_label,0.01069201120119545,0.01069201120119545,0.01069201120119545,0.005346005600597725,0.005346005600597725,hold,hold,-0.08,True,1,winner_take_all,rebalance,1,2022-09-30,0.3735337955398112,0.24375000000000002,neutral,1,concentrated_alpha
2022-09-30,ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,0.5,3.8004380968167752,0.7107896717767779,early_scout,preferred_final_label,0.1834335085733778,0.1834335085733778,0.1834335085733778,0.0917167542866889,0.0917167542866889,hold,hold,-0.08,True,1,winner_take_all,rebalance,1,2022-10-31,0.44733158295921993,0.013541666666666667,neutral,1,concentrated_alpha
2022-10-31,ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,0.5,3.632577128804485,0.6803085944863074,early_scout,preferred_final_label,0.0364336785581898,0.0364336785581898,0.0364336785581898,0.0182168392790949,0.0182168392790949,hold,hold,-0.08,True,1,winner_take_all,rebalance,1,2022-11-30,0.5525838031217227,0.2416666666666667,neutral,1,concentrated_alpha
